smiles,type
CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@H]3C(=O)N,0.0
CN1C(=O)C=C(N2CCCC(N)C2)N(CC2=CC=CC=C2C#N)C1=O,0.0
CN1C(=O)C=C(S1)Cl,0.0
CN1C(=O)C2=C(N=CN2)N=C1N,0.0
CN1C(=O)C2=CC=C(C=C2C1=O)[N+]([O-])=O,1.0
CN1C(=O)C2=CC=CC=C2C1=O,0.0
CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.0
CN1C(=O)CC(C1=O)C2=CC=CC=C2,0.0
CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.0
CN1C(=O)CN2CCC3=CC=CC=C3C2C4=C1C=CC(=C4)Cl,0.0
CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,0.0
CN1C(=O)COC2=C1C=C(Cl)C=C2C(=O)NC1CN2CCC1CC2,0.0
CN1C(=O)N(CC2=CN=C(NC3=CC=C4OC(CO)COC4=C3)N=C12)C1=CC=CC=C1Br,1.0
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,0.0
CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(Cl)=CC(=C2)C#N)C1=O)C(F)(F)F,0.0
CN1C(C(=O)C2=C(S1(=O)=O)C=C(S2)Cl)C(=O)NC3=CC=CC=N3,1.0
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,1.0
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O,1.0
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O,1.0
CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=CC=CC=C2S1(=O)=O,1.0
CN1C(C(N(C1=O)C)O)O,0.0
CN1C(C)=NC=C1[N+]([O-])=O,0.0
CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)[O-].[Na+],0.0
CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,0.0
CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,0.0
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,0.0
CN1C(O)=C(N=NC(N)=S)C2=CC=CC=C12,1.0
CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,0.0
CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,0.0
CN1C[C@@H]2[C@@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,0.0
CN1C[C@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C,0.0
CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,0.0
CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,0.0
CN1C=C(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)C2=CC=CC=C12,0.0
CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCC(=N)N)C)C)NC=O,0.0
CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12,0.0
CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4.Cl,0.0
CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,0.0
CN1C=C[N+](=C1)C.COP(=O)([O-])OC,0.0
CN1C=C[N+](C)=C1,0.0
CN1C=CC(=O)C(O)=C1C,1.0
CN1C=CNC1=S,0.0
CN1C=NC(=C1SC1=C2N=CN=C2N=CN1)[N+]([O-])=O,1.0
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.0
CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.0
CN1C=NC2=C1C(=O)NC(=O)N2C,0.0
CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,0.0
CN1C=NC2=NC=NC(=C21)N,0.0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O.C1=CC(=CN=C1)C(=O)O,0.0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,0.0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,0.0
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,0.0
CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,0.0
CN1C2=C(C(=O)N(C1=O)C)NC=N2,0.0
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,0.0
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,0.0
CN1C2=C(C3=C(C=C2)N=CC=C3)N=C1N,0.0
CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,0.0
CN1C2=C(N(CCOC(=O)C(C)(C)OC3=CC=C(Cl)C=C3)C=N2)C(=O)N(C)C1=O,0.0
CN1C2=C(NC=N2)C(=O)N(C)C1=O,0.0
CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O,0.0
CN1C2=CC=CC=C2C(=C1O)N=NC(=S)N,1.0
CN1C2=CC=CC=C2C(=N[C@@H](C1=O)NC(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=C5,1.0
CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C.Cl,0.0
CN1C2=CC=CC=C2C(NCCCCCCC(O)=O)C2=CC=C(Cl)C=C2S1(=O)=O,1.0
CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,1.0
CN1C2CC(CC1C1OC21)OC(=O)C(CO)C1=CC=CC=C1,0.0
CN1C2CCC1CC(C2)OC(=O)C1=CC(C)=CC(C)=C1,0.0
CN1CC(=O)N=C1N,0.0
CN1CC(=O)NC1=N,0.0
CN1CC(C=C2C1CC1=CNC3=CC=CC2=C13)C(=O)NC1(C)OC2(O)C3CCCN3C(=O)C(CC3=CC=CC=C3)N2C1=O,1.0
CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,0.0
CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O,0.0
CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1,0.0
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.0
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.O.Br,0.0
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.O.O.O.O.O.OS(=O)(=O)O,0.0
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](CC4)O,0.0
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@@H](CC4)O,0.0
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,0.0
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O.Cl,0.0
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,0.0
CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)OC)O4)OC,0.0
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,0.0
CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,0.0
CN1CCC(=CC1)C1=CC=CC=C1,1.0
CN1CCC(C(C1)C(=O)C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)O,0.0
CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,0.0
CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,0.0
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,0.0
CN1CCC[C@@H]1C2=CN=CC=C2,0.0
CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,0.0
CN1CCC[C@H]1C2=CN=CC=C2,0.0
CN1CCC[C@H]1C2=CN=CC=C2.CN1CCC[C@H]1C2=CN=CC=C2.OS(=O)(=O)O,0.0
CN1CCC=C(C1)C(=O)OC,0.0
CN1CCC2=C[C@@H](C[C@H]3[C@@H]2C4=C(C1)C=CC(=C4O3)OC)O,0.0
CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl.Cl,0.0
CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC.Cl.[Cl-],0.0
CN1CCC2=CC3=C(C(=C2[C@@H]1[C@@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,0.0
CN1CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,0.0
CN1CCC2=CC3=C(C=C2C1O)OCO3.Cl,0.0
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,0.0
CN1CCC23C4OC5=C(OC(C)=O)C=CC(CC1C2C=CC4OC(C)=O)=C35,0.0
CN1CCC23CCCCC2C1CC1=CC=C(C)C=C31,0.0
CN1CCCC1,0.0
CN1CCCC1=O,0.0
CN1CCCC1C1=CC=CN=C1,1.0
CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC.Cl,0.0
CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,0.0
CN1CCCN=C1/C=C/C2=CC=CS2.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.0
CN1CCN([C@H](C1)C2=CC=C(C=C2)F)CC3=CC(=CO3)C4=CC5=C(C=C4)NC(=O)O5.O.Cl,1.0
CN1CCN(CC1)C(=O)C2CCCCC2,0.0
CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.Cl.Cl,0.0
CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=C(Cl)C=C12,0.0
CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,0.0
CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F.Cl,0.0
CN1CCN(CC1)C2=NN=C3C(=C2)N(C4=CC=CC=C4O3)C,0.0
CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,0.0
CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC.CO,1.0
CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CC=CN=C3)=C2)CC1,1.0
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,0.0
CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.0
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,0.0
CN1CCN2C3=C(C=C(C=C3)OC)C4=C2C1=NCC4,0.0
CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,0.0
CN1CCOCC1,0.0
CN1CN(C(=S)SC1)C,0.0
CN1CSC(=S)N(C)C1,0.0
CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].CN1N=C(C(=O)N=C1SCC2=C(N3C(=O)[C@H]([C@H]3SC2)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)C(=O)[O-])[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],0.0
CN1N=C(C)C(C=NOCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,1.0
CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1CC(CO)OC1=O,0.0
CN1SC(Cl)=CC1=O,0.0
CN1SC=CC1=O,1.0
CNC,0.0
CNC([S-])=S,0.0
CNC(=NC)NCC1=CC=CC=C1.CNC(=NC)NCC1=CC=CC=C1.OS(=O)(=O)O,0.0
CNC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,0.0
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,1.0
CNC(=O)C1=CC=CC=C1,0.0
CNC(=O)C1=CC=CC=C1SC1=CC=C2C(NN=C2\C=C\C2=CC=CC=N2)=C1,1.0
CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,1.0
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],0.0
CNC(=O)CSP(=O)(OC)OC,0.0
CNC(=O)CSP(=S)(OC)OC,0.0
CNC(=O)N(C)C1=NC2=CC=CC=C2S1,0.0
CNC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2,0.0
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,1.0
CNC(=O)NC,0.0
CNC(=O)NC1=CC=C(Cl)C(Cl)=C1,1.0
CNC(=O)O/N=C(/C(=O)N(C)C)\SC,0.0
CNC(=O)O\N=C\C(C)(C)SC,1.0
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,0.0
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C.Cl,0.0
CNC(=O)OC1=CC=CC=C1C(=O)NC1=CC=CC=C1,1.0
CNC(=O)OC1=CC=CC=C1C(=O)NC2=CC=CC=C2,1.0
CNC(=O)OC1=CC=CC2=CC=CC=C21,1.0
CNC(=O)OCC[N+](C)(C)C.[Cl-],0.0
CNC(=O)OCC1=NC(=CC=C1)COC(=O)NC,0.0
CNC(=O)ON=C(C)SC,0.0
CNC(=S)[S-].[Na+],0.0
CNC(=S)[S-].O.O.O.[Na+],0.0
CNC(=S)N(C)C,0.0
CNC(=S)NC,0.0
CNC(=S)NN,0.0
CNC(C)=O,0.0
CNC(C)C(O)C1=CC=C(O)C=C1,0.0
CNC.[N+](=O)(O)[O-],0.0
CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,0.0
CNC.Cl,0.0
CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.0
CNC[C@@H](C1=CC(=C(C=C1)O)O)O,0.0
CNC[C@@H](C1=CC(=C(C=C1)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.0
CNC[C@@H](C1=CC(=CC=C1)O)O.Cl,0.0
CNC=NC1=CC=C(C)C=C1C,0.0
CNC1(CCCCC1=O)C1=CC=CC=C1Cl,0.0
CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.0
CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,0.0
CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,0.0
CNC1=C2CCCCC2=NN1C,0.0
CNC1=CC(OC)=C(C=C1Cl)C(=O)NC1CCN(CC2=CC=CC=C2)C1C,0.0
CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCCF)N=C2)C=C1,0.0
CNC1=CC=C(C=C1)[N+](=O)[O-],0.0
CNC1=CC=C(C=C1)C(=O)CC(O)CCC(C)C1OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC2(O)CC(O)C(C(CC(OC3OC(C)C(O)C(N)C3O)\C=C\C=C/C=C/C=C/C=C\C=C\C=C\C1C)O2)C(=O)OC,1.0
CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O,1.0
CNC1=CC=C(O)C=C1,1.0
CNC1=CC=CC=C1,0.0
CNC1=NC=NC2=C1N=CN2,1.0
CNC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O,0.0
CNC1=NC=NC2=C1NC=N2,1.0
CNC1CCC(C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12,1.0
CNC1CCC2=CC(OC)=C(OC)C(OC)=C2C2=CC=C(OC)C(=O)C=C12,1.0
CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,0.0
CNCC(=O)C1=CC(=C(C=C1)O)O,0.0
CNCC(C1=CC=C(C=C1)O)O,0.0
CNCC(O)C1=CC=C(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)=C1,0.0
CNCC1=CC=CC=C1.Cl,0.0
CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.0
CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,0.0
CNCCO,0.0
CNCCS(=O)(=O)[O-].[Na+],0.0
CNN.OS(=O)(=O)O,0.0
CNNC.Cl.Cl,0.0
CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,1.0
CNS(=O)(=O)CCC1=CC=C2NC=C(C3CCN(C)CC3)C2=C1,0.0
CO,0.0
CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=C(N4CCO)N)C(=O)[O-].OS(=O)(=O)O,0.0
CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-].OS(=O)(=O)O,0.0
CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O,0.0
CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSC4=CN=NS4)C(=O)O.Cl,0.0
CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)[O-].[Na+],0.0
CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,1.0
CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,0.0
CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].Cl,0.0
CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].OS(=O)(=O)O,0.0
CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O,0.0
CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3.[Na+],0.0
CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,0.0
CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,0.0
CO[C@]1([C@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,0.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)/C=C/C6=CC(=C(C(=C6)OC)OC)OC,0.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,1.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)COC6=CC=C(C=C6)OC,0.0
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,1.0
CO[C@H]1C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)NC5=C4C=CC(=C5)OC.Cl,0.0
CO[P+](=O)OC,0.0
CO[Si](C)(C)OC,0.0
CO[Si](C)(C1=CC=CC=C1)OC,0.0
CO[Si](C=C)(OC)OC,0.0
CO[Si](C1=CC=CC=C1)(OC)OC,0.0
CO[Si](CCCCl)(OC)OC,1.0
CO[Si](CCCN1C(=O)N(C(=O)N(C1=O)CCC[Si](OC)(OC)OC)CCC[Si](OC)(OC)OC)(OC)OC,0.0
CO[Si](CCCNC1=CC=CC=C1)(OC)OC,0.0
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0.0
CO[Si](CCCNCCN)(OC)OC,0.0
CO[Si](CCCOCC1CO1)(OC)OC,0.0
CO[Si](CCCS)(OC)OC,0.0
CO[Si](OC)(OC)OC,0.0
CO\C=C(/C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,1.0
CO\C=C(\C(=O)OC)C1=CC=CC=C1COC1=CC=CC(=N1)C(F)(F)F,1.0
CO\N=C(/C(=O)OC)C1=CC=CC=C1CON=C(C)C1=CC=CC(=C1)C(F)(F)F,1.0
CO\N=C(\C(=O)NC1C2SCC(C)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C1=CSC(N)=N1,0.0
CO\N=C(\C(=O)NC1C2SCC(CSC(=O)C3=CC=CO3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1,0.0
COC(=O)/C=C\C(=O)O,0.0
COC(=O)/C=C\C(=O)OC,0.0
COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,0.0
COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,1.0
COC(=O)[C@H](CC1=CC(=C(C=C1)O)O)N.Cl,0.0
COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,0.0
COC(=O)[C@H](CCCN/C(=N/[N+](=O)[O-])/N)N,0.0
COC(=O)[C@H](CS)N.Cl,0.0
COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,0.0
COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O,0.0
COC(=O)C(C(=O)OC)Cl,0.0
COC(=O)C(C)(C)C,0.0
COC(=O)C(C)O,0.0
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,0.0
COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,0.0
COC(=O)C(CBr)Br,0.0
COC(=O)C(NC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,1.0
COC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,0.0
COC(=O)C1(C)CCCC2(C)C3CCC(=CC3=CCC12)C(C)C,1.0
COC(=O)C1(C2=CC=CC=C2C3=CC=CC=C31)O,0.0
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,0.0
COC(=O)C1=C(C)C=C(O)C(C)=C1O,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CCCN(CC2=CC=CC=C2)C1,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC1CCN(CC2=CC=CC=C2)C1,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)=O,1.0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,1.0
COC(=O)C1=C(C)NC(COC(N)=O)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC(C)C,1.0
COC(=O)C1=C(C=CC(=C1)Cl)[N+](=O)[O-],0.0
COC(=O)C1=C(C=CS1)S(=O)(=O)N,0.0
COC(=O)C1=C(C=CS1)S(N)(=O)=O,0.0
COC(=O)C1=C(NC(C)=C(C1C1=CC=CC(=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,1.0
COC(=O)C1=CC(=C(C=C1)C(=O)OC)C(=O)OC,0.0
COC(=O)C1=CC(=CC(=C1)Cl)Cl,0.0
COC(=O)C1=CC(=CC(=C1)S(=O)(=O)[O-])C(=O)OC.[Na+],0.0
COC(=O)C1=CC(=CC=C1)C(=O)OC,0.0
COC(=O)C1=CC(=CC=C1)Cl,0.0
COC(=O)C1=CC=C(C(=O)OC)C(=C1)C(=O)OC,0.0
COC(=O)C1=CC=C(C=C1)C(=O)O,0.0
COC(=O)C1=CC=C(C=C1)C(=O)OC,0.0
COC(=O)C1=CC=C(C=C1)C=O,0.0
COC(=O)C1=CC=C(C=C1)CBr,0.0
COC(=O)C1=CC=C(C=C1)O,0.0
COC(=O)C1=CC=C(CBr)C=C1,0.0
COC(=O)C1=CC=C(I)C=C1S(=O)(=O)[N-]C(=O)NC1=NC(C)=NC(OC)=N1,0.0
COC(=O)C1=CC=C(OC)C=C1,0.0
COC(=O)C1=CC=CC=C1,0.0
COC(=O)C1=CC=CC=C1C(=O)C2=CC=C(C=C2)OCCN3CCCCC3.Cl,0.0
COC(=O)C1=CC=CC=C1C(=O)O,0.0
COC(=O)C1=CC=CC=C1C(=O)OC,0.0
COC(=O)C1=CC=CC=C1C(O)=O,0.0
COC(=O)C1=CC=CC=C1Cl,0.0
